mean_size		:	2,	1
dof			:	2
num_meas		:	22
================================================================================================================
Time            r_bt_t_11       r_bt_t_12       cov_11          cov_12          cov_21          cov_22          
================================================================================================================
0.190000,        0.186553,        0.010742,       0.000100,        0.000000,        0.000000,        0.000100,       
0.390000,        0.388880,        -0.004979,      0.000100,        0.000000,        0.000000,        0.000100,       
0.590000,        0.589515,        -0.007332,      0.000100,        0.000000,        0.000000,        0.000100,       
0.790000,        0.789315,        0.009238,       0.000100,        0.000000,        0.000000,        0.000100,       
0.990000,        0.976783,        0.011308,       0.000100,        0.000000,        0.000000,        0.000100,       
1.190000,        1.006917,        0.213694,       0.000100,        0.000000,        0.000000,        0.000100,       
1.390000,        1.003258,        0.431585,       0.000100,        0.000000,        0.000000,        0.000100,       
1.590000,        0.858553,        0.484471,       0.000100,        0.000000,        0.000000,        0.000100,       
1.790000,        0.635791,        0.489442,       0.000100,        0.000000,        0.000000,        0.000100,       
1.990000,        0.457936,        0.491572,       0.000100,        0.000000,        0.000000,        0.000100,       
2.190000,        0.245606,        0.499981,       0.000100,        0.000000,        0.000000,        0.000100,       
2.390000,        0.057248,        0.519487,       0.000100,        0.000000,        0.000000,        0.000100,       
2.590000,        0.001557,        0.668409,       0.000100,        0.000000,        0.000000,        0.000100,       
2.790000,        -0.001215,       0.848385,       0.000100,        0.000000,        0.000000,        0.000100,       
2.990000,        0.096214,        0.992504,       0.000100,        0.000000,        0.000000,        0.000100,       
3.190000,        0.297827,        1.008273,       0.000100,        0.000000,        0.000000,        0.000100,       
3.390000,        0.492171,        0.952310,       0.000100,        0.000000,        0.000000,        0.000100,       
3.590000,        0.486420,        0.745450,       0.000100,        0.000000,        0.000000,        0.000100,       
3.790000,        0.494636,        0.558788,       0.000100,        0.000000,        0.000000,        0.000100,       
3.990000,        0.494215,        0.364449,       0.000100,        0.000000,        0.000000,        0.000100,       
4.190000,        0.492488,        0.184095,       0.000100,        0.000000,        0.000000,        0.000100,       
4.390000,        0.515546,        -0.007304,      0.000100,        0.000000,        0.000000,        0.000100,       
